ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"FAODOCREP:a3c382e4-ae23-5d1e-aa6f-3ac25dd129fa";"Rural households and sustainability: Integrating environmental and gender concerns into home economics curricula";"";"Economic and Social Development Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1994-12";"en";"environment;rural population;land use;rural development;women";"";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/a3c382e4-ae23-5d1e-aa6f-3ac25dd129fa";"http://www.fao.org/3/a-v5406e.htm";"http://www.fao.org/documents/contents/7912ccbe-635f-5607-9d60-a30c2b320363_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:e91483ff-f21a-45b4-9f17-40424bb027d0";"Cambodia:  National Medium-Term Priority Framework 2011-2015";"The National Medium-Term Priority Framework (NMTPF) 2011-2015 builds on the experience acquired with NMTPF 20006-2010, which dealt with FAO assistance in a comprehensive way. Its overall goal is to pursue the development of sustainable agriculture, fisheries and forestry as a contribution to the eradication of extreme poverty and hunger, improving the living standards of all Cambodians, especially the poorest, most food insecure, most vulnerable, in an economically, socially and environmentally sustainable manner. This goal also responds to the intensive challenges from the global economic crisis, instability of food prices and impact of climate change, which threatens the human conditions of so many Cambodians, especially those that are most food insecure.  &lt;p&gt; &lt;ul&gt; &lt;li&gt;Read the &lt;a href=""http://www.fao.org/3/a-br859e.pdf""&gt;FAO National Medium-term Priority Framework for Cambodia (2006-2010)&lt;a&gt;&lt;/li&gt; &lt;/ul&gt; &lt;/p&gt;";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2010-12";"en";"climate change;natural resources management";"";"Land Use, Management & Investment";"FRA;142;USA;ESP;SWE;DEU;CHN;IDN;AUS;GBR;CAN;ITA;KOR;FIN;THA;LAO;DNK;PHL;VNM;JPN;MMR;NLD;KHM";"Reports & Research";"http://www.fao.org/documents/card/en/c/e91483ff-f21a-45b4-9f17-40424bb027d0";"http://www.fao.org/3/a-bp576e.pdf";"http://www.fao.org/documents/contents/487e5d60-3eab-4317-8105-cb094668182e_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"120"
"FAODOCREP:b88424b9-628c-4637-b355-e26ddb51066e";"Droits fonciers et droits de pêche 2015 - Un forum mondial sur les approches fondées sur les droits de pêche";"
Session: Tenure &amp; Fishing Rights 2015";"Fisheries and Aquaculture Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"fr";"indigenous peoples;indigenous tenure;land tenure systems;customary tenure;land tenure";"Indigenous & Community Land Rights";"Access to Land & Tenure Security";"KEN;MHL;PAK;NRU;UGA;IDN;AUS;CAN;ISL;SLE;CRI;KOR;MEX;NOR;KHM";"Reports & Research";"http://www.fao.org/documents/card/en/c/b88424b9-628c-4637-b355-e26ddb51066e";"http://www.fao.org/3/a-au662f.pdf";"http://www.fao.org/documents/contents/b6555dd0-96f5-4619-84bf-3f90669331a3_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"3"
"FAODOCREP:449916f0-d859-5fa5-8b7f-0c306a7e7c38";"Non-thematic issue";"An international journal of forestry and forest industries";"Forestry Department
Office of Assistant Director-General (Forestry Department)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1953-12";"en";"farmland;forestry policies;research;forestry;land management;agricultural and rural legislation;forest land";"Forest Tenure";"Land Use, Management & Investment";"IDN;KEN;CAN;ZAF;ISR;PAK;DEU";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/449916f0-d859-5fa5-8b7f-0c306a7e7c38";"http://www.fao.org/3/a-x5369e.htm";"http://www.fao.org/documents/contents/932168c7-e3c6-5c5f-8622-9521db8ad416_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:7073a6d5-329c-4f49-88ef-43c8d0096b4c";"inFO news 44– November 2016. Editorial: COP22 main outcomes";"COP22 showed that the international community was able to transform the diplomatic success of COP21 into action, even in a difficult political climate. ";"Frick, M.";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-12";"en";"sustainable land management;forest land;sustainable development";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"FJI;MAR;DEU";"Reports & Research";"http://www.fao.org/documents/card/en/c/7073a6d5-329c-4f49-88ef-43c8d0096b4c";"http://www.fao.org/3/a-br003e.pdf";"http://www.fao.org/documents/contents/b6f854e7-cf28-407b-b13a-bf087e55d4bd_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"3"
"FAODOCREP:18a66dbf-c6da-4c99-a55e-84a48f729257";"Lucha contra la degradación de la tierra en pro de la seguridad alimentaria y la provisión de servicios ecosistémicos relacionados con el suelo en Europa y Asia central: el Año Internacional de los Suelos (2015)";"Meeting Name: European Commission on Agriculture
Meeting symbol/code: ECA/39/15/3
Session: Sess. 39";"Giona Fumasoli (CPAM)
Regional Office for Europe";"Regional Office for Europe;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Europe;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"es";"sustainable land management;environment;land management";"Land, Climate change & Environment";"Land Use, Management & Investment";"SRB;150;143;TUR;MDA;AZE;UZB;RUS;KAZ;GEO;ARM";"Reports & Research";"http://www.fao.org/documents/card/en/c/18a66dbf-c6da-4c99-a55e-84a48f729257";"http://www.fao.org/3/a-mo297s.pdf";"http://www.fao.org/documents/contents/b7438b26-b23f-4246-963d-6aa38e20c839_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"14"
"FAODOCREP:77d7ff92-20fd-5304-95b0-30fe8a60e5fc";"Cultivating Our Futures - Taking Stock of the Multifunctional Character of Agriculture and Land";"";"Climate, Energy and Tenure Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1999-12";"en";"natural resources management;land use;poverty";"";"Land Use, Management & Investment";"NLD";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/77d7ff92-20fd-5304-95b0-30fe8a60e5fc";"http://www.fao.org/3/a-x2776e.htm";"http://www.fao.org/documents/contents/2b8f41a6-bc36-509c-b0a6-b898ced8b1c8_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:2efe73da-c68a-538a-9135-f18ae86245af";"Coping with water scarcity";"This report aims to provide a conceptual framework to address food security under conditions of water scarcity in agriculture. It has been prepared by a team of FAO staff and consultants in the framework of the project `Coping with water scarcity: the role of agriculture?, and has been discussed at an Expert Consultation meeting organized in FAO, Rome in December 2009 on the same subject. It was subsequently edited and revised, taking account of discussions in the Expert Consultation and materials presented to the meeting. The document offers views on the conceptual framework on which FAO's water scarcity programme should be based, proposes a set of definitions associated with the concept of water scarcity, and indicates the main principles on which FAO should base its action in support to its member countries.";"Maurelli
Land and Water Division
Deputy Directory-General Natural Resources ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2013-12";"ar";"natural resources management;water management;agriculture";"";"Land Use, Management & Investment";"NPL;FRA;CHE;USA;ZAF;CHL;DEU;CHN;ITA;AUS;NLD;IND;LKA;NER;THA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/2efe73da-c68a-538a-9135-f18ae86245af";"http://www.fao.org/3/a-i3015a.pdf";"http://www.fao.org/documents/contents/9853f666-0ed6-5c21-9eca-48d011b193d1_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"94"
"FAODOCREP:0093f149-d3ef-578c-be95-f51c85dfaffc";"Numero non thématique";"Revue internationale des forts et des industries forestires";"Forestry Department
Office of Assistant Director-General (Forestry Department)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1947-12";"fr";"deforestation;environment;agricultural and rural legislation;research;forestry;forestry policies;land ownership;land improvement";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/0093f149-d3ef-578c-be95-f51c85dfaffc";"http://www.fao.org/3/a-x5341f.htm";"http://www.fao.org/documents/contents/26b7a359-455a-5583-8b82-b2c74fcf73f4_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:1ec59df5-c525-4ccc-9eca-f6618f66e9d2";"Technical considerations for Forest Reference Emission Level and/or Forest Reference Level construction for REDD+ under the UNFCCC";"The aim of this document is to help countries seeking to develop a REDD+ Forest Reference Emission Level and/or Forest Reference Level (FREL/FRL) under the UNFCCC. The document provides a structural overview of UNFCCC requirements for FREL/FRL construction, summarizing UNFCCC guidance and translating it into elements needed for FREL/FRL construction. A description of possible advantages and risks associated with different options for each of these elements is added to provide some practical considerations to FREL/FRL construction. The United Nations Collaborative Programme on Reducing Emissions from Deforestation and Forest Degradation (UN-REDD) works to support the development and implementation of REDD+ activities and international consensus-building on the REDD+ process. Consistency with the UNFCCC is one of the guiding principles of the UN-REDD Programme.";"Sandker, M.  
FAO-FOM
FAO, Rome (Italy). Forestry Dept
Forest Assessment, Management and Conservation Division ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-08";"en";"climate change;land degradation;forest land";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"CHE;DEU;PER;IDN;AUS;GBR;COG;GUY;COL;NPL;MEX;MYS;ITA;ECU;NLD;VNM;BRA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/1ec59df5-c525-4ccc-9eca-f6618f66e9d2";"http://www.fao.org/3/a-i4847e.pdf";"http://www.fao.org/documents/contents/05af0b1f-18d9-4c89-82cb-e1d3edb8962f_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"41"
"FAODOCREP:d92c8b08-2709-499d-ba75-320fae9d325f";"تقرير الدورة السابعة لجماعة العمل الفنية الحكومية الدولية المعنية بالموارد الوراثية النباتية للأغذية والزراعة";"Meeting Name: Commission on Genetic Resources for Food and Agriculture (CGRFA)
Meeting symbol/code: CGRFA-15/15/14
Session: Sess. 15";"Forte Giuseppe";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2014-12";"ar";"natural resources management";"";"Land Use, Management & Investment";"";"Reports & Research";"http://www.fao.org/documents/card/en/c/d92c8b08-2709-499d-ba75-320fae9d325f";"http://www.fao.org/3/a-as647a.pdf";"http://www.fao.org/documents/contents/3c68675a-6ff5-4da1-a5a5-e6a1873cc193_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"29"
"FAODOCREP:8809819e-12f8-47d4-8507-5e2d24649a3d";"도시림의 혜택";"도시에서 큰 나무는 오염물질과 미세먼지를 제거하는데 매우 효과적입니다. 나무 한 그루는 공기중의 이산화탄소를 150kg까지 흡수할 수 있어 기후변화를 완화하는 데 기여할 수 있습니다. 나무들은 식물과 동물에게 서식처와 음식을 제공하고 보호함으로써 도시 생물다양성을 증진시킵니다. 미래 세대를 위해 지금 나무를 심어야 합니다. ";"Forest Assessment, Management and Conservation Division ";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-03";"ko";"urban forestry;urban areas";"Urban Tenure";"";"";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/8809819e-12f8-47d4-8507-5e2d24649a3d";"http://www.fao.org/3/b-c0024o.pdf";"http://www.fao.org/documents/contents/88e9f760-d680-497f-b1c0-b8ebc8ba2d97_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
"FAODOCREP:fa78c9be-c35a-5b96-9c84-87d758df2a05";"PROGRAMME FORÊTS ET CHANGEMENT CLIMATIQUE LES INSTRUMENTS DE LA CONVENTION-CADRE SUR LES CHANGEMENTS CLIMATIQUES";"L'Afrique contribue pour 7 pour cent seulement aux émissions mondiales de gaz à effet de serre. Soixante-dix pour cent des émissions du continent proviennent du changement d'usage des terres, essentiellement de la déforestation. Par contre, le continent africain est potentiellement le plus exposé aux conséquences négatives des changements climatiques. Le risque d'extension de la désertification, la pauvreté d'une grande part des populations, qui dépend largement de l'utilisation des ressources naturelles, la faiblesse de son économie et de ses institutions, le manque de moyens des gouvernements façonnent les contours d'une situation préoccupante.    Pendant la période 1989-1998, le puits mondial a absorbé annuellement environ 2,3 GtC. Ce chiffre est à peu près du même ordre de grandeur que celui des émissions de CO2 liées à la déforestation, estimé à environ 1,6 GtC /an. Le réservoir de carbone constitué par la biomasse et le sol est immense, ce qui montre l'importance de la conservation des forêts naturelles et des modifications de certaines pratiques agricoles, lorsque celles-ci contribuent au déclin de ces réservoirs. Certaines activités liées à la forêt (exploitation, carbonisation, transformation du bois) sont émettrices de gaz à effet de serre.    Une typologie des activités forestières contribuant à l'atténuation des changements climatiques    Les activités forestières offrent un important potentiel de stockage additionnel de carbone. Ces activités peuvent être classées en quatre catégories : i) les activités visant à la réduction des émissions de gaz à effet de serre, ii) les activités de valorisation énergétique de la biomasse ligneuse en substitution aux combustibles fossiles, iii) les activités de constitution de puits de carbone autres que la biomasse énergie, et iv) les activités de conservation des forêts. Certaines activités combinent plusieurs fonctions.";"Forestry Department
Forest Products Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2002-12";"fr";"deforestation;environment;land improvement;sustainable development";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"002";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/fa78c9be-c35a-5b96-9c84-87d758df2a05";"http://www.fao.org/3/a-y4000f.HTM";"http://www.fao.org/documents/contents/3a6ccb78-c978-5079-99f4-1e1887f0e253_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"FAODOCREP:90724229-fad1-48fc-9497-5c36084900d5";"Bureau régional pour l’Afrique Bulletin Trimestriel, Mai - Août 2016";"";"Regional Office for Africa";"Regional Office for Africa;Food and Agriculture Organization of the United Nations (FAO)";"Regional Office for Africa;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2016-09";"fr";"environment;deforestation;fisheries;natural disasters;land rights;land improvement";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment;Access to Land & Tenure Security";"SYC;RWA;BFA;MWI;SOM;MDG;CAF;002;SWZ;GHA;DJI;SLE;ETH;ERI";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/90724229-fad1-48fc-9497-5c36084900d5";"http://www.fao.org/3/a-c0383f.pdf";"http://www.fao.org/documents/contents/1aa1acaa-76ec-4273-a3da-663f02180831_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"13"
"FAODOCREP:8172f597-9af8-459a-a310-4146af9134d9";"Gouvernance des régimes fonciers en Amérique Centrale";"Document de travail sur les régimes fonciers 18. Présente les principaux thèmes qui caractérisent la gouvernance des régimes fonciers et analyse les questions liées à l’évolution des problématiques de politique agricole dans les différents pays d’Amérique Centrale. Il propose également quelques exemples ainsi que des leçons apprises des nouveaux modèles de gestion des terres et des mécanismes d’accès à la terre que les gouvernements d’Amérique Centrale et la Coopération Internationale ont appuyé au cours des quinze dernières années dans la Région.  Disponible en espagnol";"Lau
Fabrice Edouard
Deputy Directory-General Natural Resources 
Land and Water Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2010-12";"fr";"land governance;land access;land policies;land;land tenure systems;land tenure;customary tenure;land cover;natural resources management;land use;indigenous peoples;land administration;land economics;land rights;land markets;land management;land transfers;land reform;agrarian reform;land ownership;indigenous tenure";"Land & Investments;Indigenous & Community Land Rights";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"HND;BLZ;SLV;CHL;GTM;BOL;AUT;VEN;019;CRI;COL;PAN;NIC;ECU;NLD;ARG;PRY;MEX";"Reports & Research";"http://www.fao.org/documents/card/en/c/8172f597-9af8-459a-a310-4146af9134d9";"http://www.fao.org/3/a-al934f.pdf";"http://www.fao.org/documents/contents/80f27622-70eb-4958-83f8-ee34892c9eb0_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"54"
"FAODOCREP:750dd35f-9305-46c9-812a-2a1401bb330b";"Ressources genetiques forestières";"";"Forestry Department
Forest management Division";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1998-12";"fr";"deforestation;environment;forestry;natural resources management;land improvement";"Land, Climate change & Environment;Forest Tenure";"Land Use, Management & Investment";"HND;USA;BLZ;DEU;PER;GTM;BOL;CAN;VEN;CRI;COL;PAN;KEN;ITA;BHS;MEX;BRA;CUB";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/750dd35f-9305-46c9-812a-2a1401bb330b";"http://www.fao.org/3/a-w7203f.pdf";"http://www.fao.org/documents/contents/fc66b3c1-e140-4c5e-aafe-27000e39b63d_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"93"
"FAODOCREP:4799e499-c21e-4d74-8ab7-4c2b225d4b0f";"Modernization Strategy for Irrigation Management in Almatti Lift Systems-KJBNL. Karnataka, India ";"The Masscote application presented here has been initialized through a training workshop in Karnataka for engineers and managers from the Krishna Bhagya Jala Nigam Limited (KBJNL) focussing on ALMATTI irrigation systems from 13th to 21st May 2008. The contributions of the working group sessions at this workshop (RAP–MASSCOTE) have been largely included in this report. The MASSCOTE exercise has been further proceed by a team of KJBNL, comprising officers from KJBNL HQ as well as officers from the Almatti project itself together with the supporting FAO team composed of Daniel Renault (NRLW-HQ) and PS Rao (FAO Delhi) as well as the Masscote resource staff from KNNL Mrs Shukumar, Murley, Kulkarny and Mohanar . This document presents the status of the Masscote application development immediately after the workshop.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2008-12";"en";"water management";"";"Land Use, Management & Investment";"IND";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/4799e499-c21e-4d74-8ab7-4c2b225d4b0f";"http://www.fao.org/3/a-bc048e.pdf";"http://www.fao.org/documents/contents/ced0e8c8-7d2c-46ab-8f8f-272ad80bb678_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"42"
"FAODOCREP:c69e1be0-b761-45ae-b8ca-379f9ed91d2f";"The Former Yugoslav Republic of Macedonia and FAO";"The partnership between FAO and The Former Yugoslav Republic of Macedonia has grown steadily since the country became a member of the Organization in 1993. Cooperation has spanned a wide array of country and regional initiatives in areas such as the wine sector, land tenure and management, obsolete pesticide management and climate change adaptation in rural areas. Across the spectrum, there has been a continual emphasis on national capacity building, with a more recent focus on aligning Macedonia’s agriculture and rural sectors with European Union standards.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"2015-12";"en";"land tenure;capacity building;rural development;sustainable development";"";"Access to Land & Tenure Security";"150;HUN;MKD";"Policy Papers & Briefs";"http://www.fao.org/documents/card/en/c/c69e1be0-b761-45ae-b8ca-379f9ed91d2f";"http://www.fao.org/3/a-au081e.pdf";"http://www.fao.org/documents/contents/3e328434-71e2-4eda-849a-26d80ae4d5c0_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"FAODOCREP:ee2a02f8-8caf-5c0e-bd09-d4b9b6358a2d";"State of the World's Forests (SOFO) 1999";"The State of the World's Forests reports every two years on the status of forests, recent major policy and institutional developments and key issues concerning the forest sector. The purpose of the publication is to provide current, reliable and policy-relevant information to policy-makers, foresters and other natural resource managers, academics, forest industry and civil society.";"Forestry Department";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"1999-12";"en";"forestry;natural resources management;forestry policies";"Forest Tenure";"";"ITA";"Journal Articles & Books";"http://www.fao.org/documents/card/en/c/ee2a02f8-8caf-5c0e-bd09-d4b9b6358a2d";"http://www.fao.org/3/a-w9950e.htm";"http://www.fao.org/documents/contents/545ef73f-a132-53ac-b980-6f2fd04a5c15_200.tn";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"168"
